problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
Sentence1: British-born astronaut Michael Foale is about to fly into space to take up his post as commander of the International Space Station . Sentence2: British-born astronaut Michael Foale is on his way to take command of the international space station .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.511751651763916,0.5019545555114746
"Sentence1: Clark said the program would cost about $ 100 million a year and would be part of the Department of Homeland Security . Sentence2: Clark , one of nine Democrats seeking the nomination , said the program would cost about $ 100 million a year and would be within the Department of Homeland Security .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5127792358398438,0.4731178283691406
"Sentence1: Ximian brings Novell unparalleled expertise , strengthening our ability to work with [ our ] customers and leverage open source initiatives more constructively . "" Sentence2: "" Ximian brings Novell unparalleled Linux expertise . . . [ and strengthens ] our ability to work with and leverage open source initiatives more constructively . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5122020244598389,2.747390031814575
"Sentence1: Video replays suggested the ball had hit the ground before making contact with Sangakkara 's foot . Sentence2: Television replays , though , showed the ball had touched the ground before Sangakkara 's boot ( 262 for 4 ) .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5123565196990967,4.370779991149902
"Sentence1: The GPO previously closed bookstores in San Francisco , Boston , Philadelphia , Chicago , Birmingham , Cleveland , and Columbus . Sentence2: Since 2001 , the agency has closed bookstores in San Francisco , Boston , Philadelphia , Chicago , Birmingham , Ala . , Cleveland , Columbus , Ohio , and Washington .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5120623111724854,0.47339534759521484
"Sentence1: Peterson is charged with two counts of murder in the deaths of his wife and unborn son . Sentence2: Peterson , 30 , is awaiting trial on two counts of murder for the deaths of his wife , Laci , and their unborn son .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5122048854827881,3.3345561027526855
"Sentence1: A second victim , Michael Walker , 23 , was struck in the torso , the bullet perforating his lung . Sentence2: The other victim , Michael Walker , of 550 Barbey Street , was struck in the neck .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,2.0185048580169678,0.4730641841888428
"Sentence1: In late morning trading , the Dow was up 13.88 , or 0.2 percent , at 9,002.93 , having shed 2.3 percent last week . Sentence2: In early trading , the Dow Jones industrial average was down 39.94 , or 0.4 percent , at 8,945.50 , having slipped 3.61 points Monday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,4.63513708114624,4.395888805389404
"Sentence1: Ryland Group ( nyse : RYL - news - people ) , a homebuilder and mortgage-finance company , sank $ 9.65 , or 11.6 percent , to $ 73.40 . Sentence2: Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ) jumped $ 2.88 , or 15.7 percent , to $ 21.28 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.6235930919647217,2.846259593963623
"Sentence1: PeopleSoft 's board now has 10 business days to evaluate the Oracle offer and make a recommendation to its shareholders . Sentence2: Nevertheless , PeopleSoft must review Oracle 's tender offer and make a recommendation to shareholders .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5116994380950928,0.47295689582824707
"Sentence1: They named the man charged as Noureddinne Mouleff , a 36-year-old of North African origin who was arrested in the southern coastal town of Eastbourne last week . Sentence2: Last week , Nur al-Din Muliff , a 36-year-old of North African origin , was arrested in the southern coastal town of Eastbourne .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,1.2676947116851807,0.4754660129547119
"Sentence1: Fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , NHTSA said . Sentence2: Alcohol-related fatalities accounted for 41 percent of the total number of deaths .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2697484493255615,4.392191410064697
"Sentence1: His next play , "" Will Success Spoil Rock Hunter ? "" a satire on Hollywood , lasted more than a year on Broadway . Sentence2: His next play , Will Success Spoil Rock Hunter ? , lasted more than a year on Broadway and was also filmed by Fox .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5131661891937256,0.4754939079284668
"Sentence1: "" I am unaware of any genuine entries concerning British servicemen in the police records , "" said a spokesman for the British High Commission in Nairobi yesterday . Sentence2: "" I am therefore unaware of any genuine entries concerning rapes by British servicemen in police records , "" the spokesman said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5129067897796631,4.137136459350586
"Sentence1: Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia . Sentence2: Jews , Americans and their allies had "" evil "" plans to colonise nations like Indonesia , Amrozi said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5120210647583008,4.609054088592529
"Sentence1: It is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla . , does not have to share the wealth with any governments . Sentence2: And because it is so far out in international water , salvage company Odyssey Marine Exploration doesn 't have to share the wealth with coastal state governments .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5121145248413086,0.47412919998168945
Sentence1: An unclear number of people were killed and more injured . Sentence2: Four people were killed and 50 injured in the attacks .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.38835883140563965,0.47174668312072754
"Sentence1: Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office . Sentence2: Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,1.2694778442382812,4.288697957992554
"Sentence1: "" Of course , I want to win again , but I think it 's worse when you have never won because you get anxious . Sentence2: "" Of course I want to win again , but I think is worse when you never won before because you are very anxious , "" he says .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.724098205566406,0.47356581687927246
"Sentence1: CS 's other main division , Financial Services , made a 666 million franc net profit , six percent below the prior quarter . Sentence2: CS Financial Services made a 666 million franc net profit , six percent less than in the fourth quarter of last year .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5121684074401855,0.47295475006103516
"Sentence1: The answer , the group said , would be to "" create a format that can be used by all devices but can accommodate other formats . "" Sentence2: The DHWG says it will instead create a format that can be used by all devices but can accommodate other formats .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5142099857330322,0.4751584529876709
Sentence1: Recall proponents claim to have turned in more than 1.6 million signatures . Sentence2: Recall sponsors say they have submitted 1.6 million signatures .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.386730432510376,0.5085220336914062
"Sentence1: Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year 's honour should go to all men and women who wear the US uniform . Sentence2: Kelly said Rumsfeld , in a November interview , made the unsolicited suggestion that this year 's honor go to all men and women who wear the U.S. uniform .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5128927230834961,5.236506700515747
"Sentence1: Carlton Dotson , a teammate who lives in Hurlock , Md . , said he talked to police Friday but was instructed not to talk about the case . Sentence2: Carlton Dotson , who was on the team last season and lives in Hurlock , Md . , said he was told not to talk about the case .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.6271679401397705,0.47382020950317383
